dataset,method,experiment,seed,expr_id,complexity,loss,expression
ICU_composite_risk_score,lgo,lgo_soft,3,245,60,0.9957464894230283,"lgo_and2(add(one, -0.6895529602220315), sub(add(add(add(id(creatinine_mg_dl), id(idF(idF(idF(idF(lactate_mmol_l)))))), add(id(idF(vasopressor_use_std)), add(id(idF(idF(idF(lactate_mmol_l)))), add(id(vasopressor_use_std), id(vasopressor_use_std))))), add(id(vasopressor_use_std), add(add(id(idF(idF(vasopressor_use_std))), id(idF(creatinine_mg_dl))), add(add(id(idF(idF(lactate_mmol_l))), id(vasopressor_use_std)), id(idF(idF(vasopressor_use_std))))))), log(zero)), as_pos(0.4971999639143956), -0.05905464346599714)"
ICU_composite_risk_score,lgo,lgo_soft,34,252,76,0.9576246187097937,"sub(lgo_or2(add(lgo_or2(add(add(3.3820373031580893, one), 0.4694519528182964), id(vasopressor_use_std), as_pos(id(sodium_min)), as_thr(sub(0.28943382697731757, one))), 0.4694519528182964), id(lactate_mmol_l), as_pos(pow(zero, lgo_and2(id(vasopressor_use_std), div(-1.1600900244443622, 1.4261423107518618), 1.5283913632995167, as_thr(-0.1979003121282487)))), as_thr(sqrt(lgo(one, 4.151846512409993, 0.4246491505513679)))), gate_expr(id(idF(idF(idF(idF(lactate_mmol_l))))), 1.1695898927627324, as_thr(lgo_or2(add(add(3.3820373031580893, one), 3.3820373031580893), id(vasopressor_use_std), 4.151846512409993, as_thr(lgo_or2(add(lgo_and2(sqrt(one), div(zero, zero), as_pos(zero), 1.9155755992714647), zero), id(vasopressor_use_std), as_pos(1.8099261312980046), as_thr(zero)))))))"
ICU_composite_risk_score,lgo,lgo_soft,13,218,79,0.4832584695462046,"div(log(gate_expr(lgo_and3(one, -1.7361763910594823, sub(gate_expr(pow(gate_expr(one, 0.2576366273306833, 0.12208466801580835), mul(id(lactate_mmol_l), add(one, one))), as_pos(zero), 2.1081017402655484), mul(id(vasopressor_use_std), add(one, one))), as_pos(zero), 2.1513637073860745), as_pos(zero), 1.5859794780289351)), mul(sqrt(div(one, one)), sub(lgo_and3(one, -1.7361763910594823, sub(gate_expr(sub(id(map_mmhg), mul(id(idF(creatinine_mg_dl)), add(one, one))), 0.2576366273306833, 1.5859794780289351), mul(id(lactate_mmol_l), add(add(one, 0.09484601162471554), one))), as_pos(zero), as_thr(gate_expr(lgo_and3(zero, zero, zero, 0.2594888661547364, -0.5458361624066022), 0.2594888661547364, as_thr(1.3716063432559504)))), one)))"
ICU_composite_risk_score,operon,base,1,600,23,0.6482162838702441,((-2.767663) + (1.870742 * ((sqrt((0.378800 * lactate_mmol_l)) + ((((-0.352955) * lactate_mmol_l) * 1.183570) + (sqrt((1.454077 * lactate_mmol_l)) + sqrt(sqrt((((-0.988023) * creatinine_mg_dl) * (-0.701607))))))) + (sqrt((0.378800 * lactate_mmol_l)) + sqrt(sqrt((2.082585 * vasopressor_use_std)))))))
ICU_composite_risk_score,operon,base,89,609,26,0.6171573773655776,(0.346421 + (1.634800 * (sqrt(((sqrt(sqrt((0.693147 * creatinine_mg_dl))) + sqrt((0.979001 * creatinine_mg_dl))) + ((-0.178119) * (0.693147 * lactate_mmol_l)))) + ((0.923641 * vasopressor_use_std) + ((sqrt(sqrt((6.283185 * lactate_mmol_l))) - (sqrt((2.015212 * lactate_mmol_l)) / (0.979001 * lactate_mmol_l))) + (0.467821 * vasopressor_use_std))))))
ICU_composite_risk_score,operon,base,55,607,29,0.5489088374550173,((-7.091682) + (2.971954 * ((sqrt(sqrt((1.442695 * lactate_mmol_l))) + (((0.318310 * (-1.190789)) * ((-0.414986) * lactate_mmol_l)) / (-1.190789))) + ((((sqrt(sqrt(sqrt((6.283185 * creatinine_mg_dl)))) + sqrt(sqrt((0.434294 * lactate_mmol_l)))) + sqrt((0.467821 * vasopressor_use_std))) + sqrt(sqrt((0.434294 * lactate_mmol_l)))) - (0.008974 * map_mmhg)))))
ICU_composite_risk_score,operon,base,8,608,31,0.4343213031934099,(5.004275 + (0.135823 * (((sqrt((1.772454 * creatinine_mg_dl)) + sqrt((1.772454 * creatinine_mg_dl))) + (7.716743 * vasopressor_use_std)) + ((((-0.101358) * (1.414214 * map_mmhg)) / ((((((0.353227 * lactate_mmol_l) * (0.434294 * lactate_mmol_l)) * (0.353227 * lactate_mmol_l)) * (0.353227 * lactate_mmol_l)) * ((sqrt((1.772454 * creatinine_mg_dl)) * (0.434294 * lactate_mmol_l)) * (0.434294 * lactate_mmol_l))) + 0.434294)) + (7.287800 * vasopressor_use_std)))))
ICU_composite_risk_score,pysr,base,5,709,1,0.6746183674330826,4.99587060000000
ICU_composite_risk_score,pysr,base,3,689,2,0.6383302722644241,vasopressor_use_std + 4.5994263
ICU_composite_risk_score,pysr,base,34,699,3,0.6366877388136075,vasopressor_use_std*2.780344 + 3.8085926
ICU_composite_risk_score,pysr,base,1,649,4,0.5840677270612862,sqrt(lactate_mmol_l) + vasopressor_use_std + 3.0334048
